loan_id,origination_date,vintage,country,gender,age,dependents,monthly_income_usd,years_in_business,sector,loan_purpose,loan_amount_usd,loan_term_months,interest_rate_pct,dti_ratio,previous_loans,previous_defaults,dpd_history_days,group_lending,has_collateral,default
5999,2024-08-18,32,Sierra Leone,M,52,6,112.8,8.7,Petty trade,Equipment,537.89,6,26.6,0.8575,1,0,0,1,0,0
6000,2024-07-19,31,Senegal,M,58,3,139.47,0.4,Fishing,Working capital,331.45,6,35.0,0.4375,0,0,14,1,0,0
6001,2023-08-24,20,Nigeria,F,28,7,95.61,0.6,Manufacturing,Expansion,675.54,12,15.9,0.6407,1,0,21,1,0,0
6002,2022-06-30,6,Gambia,F,34,0,341.74,12.1,Services,Expansion,2253.78,3,24.1,2.2872,4,0,0,0,0,0
6003,2023-11-22,23,Senegal,M,58,3,70.4,0.0,Petty trade,Emergency,172.58,18,13.2,0.1509,1,0,0,1,0,0
6004,2022-08-29,8,Gambia,M,22,1,40.0,1.7,Services,Emergency,116.19,18,31.1,0.204,2,1,179,1,0,1
6005,2022-04-01,3,Senegal,M,23,3,49.96,0.0,Fishing,Inventory,173.94,3,34.5,1.2279,0,0,0,1,0,1
6006,2023-09-23,21,Nigeria,M,32,3,77.44,0.7,Agriculture,Expansion,305.89,12,31.0,0.387,3,0,7,1,0,1
6007,2024-02-20,26,Nigeria,M,46,3,160.23,9.7,Agriculture,Equipment,591.51,3,43.7,1.3212,1,0,0,0,1,0
6008,2024-08-18,32,Ghana,F,55,2,106.45,3.9,Petty trade,Expansion,717.18,6,32.4,1.2313,3,0,14,0,0,0
6009,2024-06-19,30,Gambia,M,44,6,148.21,0.2,Petty trade,Inventory,1340.74,6,21.0,1.6014,3,0,0,0,0,0
6010,2024-08-18,32,Nigeria,F,41,3,80.46,10.7,Agriculture,Expansion,542.37,12,37.7,0.6829,1,0,21,1,0,0
6011,2024-05-20,29,Ghana,F,58,4,153.97,0.0,Services,Working capital,421.87,6,44.5,0.5177,0,0,21,0,0,0
6012,2024-03-21,27,Senegal,M,26,2,46.49,2.9,Petty trade,Inventory,117.44,6,33.5,0.4631,3,0,14,1,0,1
6013,2022-01-01,0,Senegal,F,60,2,132.24,1.6,Fishing,Inventory,1027.3,12,22.1,0.7275,2,0,0,1,0,0
6014,2024-01-21,25,Senegal,M,32,6,171.93,1.2,Petty trade,Working capital,227.82,3,22.8,0.4586,2,0,0,0,1,0
6015,2022-06-30,6,Senegal,F,30,2,69.03,0.0,Manufacturing,Inventory,551.86,6,30.8,1.4546,1,0,0,0,0,0
6016,2022-04-01,3,Ghana,F,62,7,329.13,0.3,Fishing,Equipment,1443.03,24,24.8,0.2336,1,0,0,1,1,0
6017,2022-08-29,8,Gambia,F,48,1,40.0,1.2,Petty trade,Inventory,44.93,18,36.7,0.0821,0,0,7,1,1,0
6018,2024-07-19,31,Ghana,M,38,2,182.76,2.6,Agriculture,Inventory,649.14,12,26.2,0.3397,2,0,0,1,0,0
6019,2024-05-20,29,Senegal,M,33,4,198.05,4.1,Livestock,Inventory,1357.35,9,34.8,0.8761,2,0,0,1,0,0
6020,2024-10-17,34,Senegal,M,38,1,71.38,7.8,Petty trade,Inventory,234.53,12,33.6,0.3262,0,0,14,0,1,0
6021,2024-11-16,35,Senegal,F,55,3,145.04,0.2,Petty trade,Equipment,1461.41,9,16.9,1.1998,1,0,0,1,1,0
6022,2024-09-17,33,Ghana,M,25,4,71.63,4.3,Agriculture,Inventory,115.86,3,27.3,0.5639,1,1,79,0,0,0
6023,2022-07-30,7,Senegal,F,26,1,142.97,8.2,Petty trade,Emergency,515.36,12,36.3,0.3627,2,0,0,1,0,0
6024,2024-08-18,32,Gambia,M,32,1,104.91,1.7,Services,Working capital,473.41,12,26.9,0.4331,1,0,0,1,1,0
6025,2024-07-19,31,Senegal,M,40,0,119.93,0.2,Services,Expansion,928.73,12,30.7,0.7576,1,0,21,1,1,0
6026,2024-08-18,32,Gambia,M,56,3,84.38,3.9,Fishing,Working capital,880.39,12,29.4,1.0141,1,0,0,1,1,0
6027,2022-08-29,8,Senegal,M,27,2,84.65,7.5,Services,Equipment,699.21,24,21.3,0.4257,2,0,21,0,0,1
6028,2022-06-30,6,Ghana,F,54,2,75.35,3.1,Petty trade,Working capital,314.08,3,41.8,1.4873,0,0,0,1,0,0
6029,2024-10-17,34,Senegal,M,60,2,176.21,2.8,Services,Expansion,1289.28,9,22.0,0.8893,1,0,0,0,0,0
6030,2022-09-28,9,Senegal,M,38,4,326.04,1.2,Agriculture,Working capital,2640.77,6,20.6,1.4322,2,0,21,0,0,0
6031,2023-04-26,16,Gambia,F,63,3,469.9,1.9,Agriculture,Expansion,3406.9,9,36.4,0.9326,2,1,131,1,1,0
6032,2023-08-24,20,Senegal,M,60,2,210.11,3.7,Petty trade,Equipment,519.42,9,23.6,0.3024,1,0,21,1,0,0
6033,2022-06-30,6,Gambia,F,55,1,119.52,1.5,Agriculture,Working capital,942.04,3,28.6,2.7535,4,1,124,1,0,1
6034,2022-01-31,1,Sierra Leone,F,35,1,218.15,7.2,Agriculture,Education,913.36,6,31.4,0.7631,1,0,0,1,1,0
6035,2024-11-16,35,Ghana,F,32,1,148.11,1.3,Agriculture,Working capital,792.69,12,36.2,0.5382,2,0,0,0,0,0
6036,2024-08-18,32,Ghana,M,58,1,97.67,2.1,Agriculture,Working capital,189.68,9,12.0,0.2267,3,0,21,1,0,0
6037,2024-09-17,33,Gambia,M,38,4,392.09,0.1,Manufacturing,Equipment,3659.21,18,26.8,0.6353,1,0,21,1,0,0
6038,2023-01-26,13,Sierra Leone,F,19,1,216.02,4.1,Petty trade,Working capital,1806.64,24,25.6,0.4489,1,0,14,0,0,0
6039,2022-11-27,11,Ghana,F,51,4,76.99,7.8,Livestock,Expansion,620.87,18,27.7,0.5526,2,0,0,0,0,0
6040,2023-07-25,19,Senegal,M,34,5,214.39,2.2,Livestock,Working capital,601.22,12,34.2,0.2792,0,0,0,0,0,0
6041,2023-07-25,19,Nigeria,M,61,5,170.12,0.5,Livestock,Inventory,357.52,12,39.8,0.2151,4,0,0,1,0,0
6042,2022-01-01,0,Senegal,M,58,2,68.63,3.9,Agriculture,Equipment,175.43,12,29.6,0.2487,0,0,0,1,0,0
6043,2024-06-19,30,Sierra Leone,F,22,2,126.01,9.1,Petty trade,Expansion,452.55,3,21.8,1.2409,1,0,0,1,1,0
6044,2024-11-16,35,Gambia,M,60,3,116.48,1.5,Petty trade,Working capital,526.74,6,29.8,0.8205,1,0,0,1,1,0
6045,2023-10-23,22,Nigeria,F,62,3,40.0,2.3,Petty trade,Working capital,223.18,3,32.6,1.9618,4,0,0,1,1,0
6046,2023-05-26,17,Sierra Leone,M,53,3,51.78,1.9,Agriculture,Expansion,478.92,18,30.3,0.6458,1,0,0,1,1,0
6047,2023-05-26,17,Senegal,F,30,1,232.25,6.3,Agriculture,Working capital,972.4,6,36.5,0.774,1,0,0,1,1,1
6048,2022-05-31,5,Nigeria,M,49,4,78.51,7.7,Services,Equipment,211.23,18,22.6,0.1776,4,0,7,0,0,0
6049,2022-12-27,12,Gambia,M,58,3,172.29,1.6,Services,Expansion,471.74,12,23.0,0.2576,1,0,21,1,1,0
6050,2023-09-23,21,Ghana,M,56,1,259.23,26.1,Petty trade,Emergency,1614.5,24,29.4,0.3463,3,1,153,1,0,0
6051,2023-07-25,19,Senegal,M,38,4,40.0,4.7,Petty trade,Working capital,277.13,12,37.2,0.7002,3,2,48,0,1,1
6052,2023-11-22,23,Senegal,F,51,3,319.07,5.3,Services,Expansion,1656.99,3,41.8,1.853,0,0,0,1,0,0
6053,2024-08-18,32,Senegal,F,36,2,109.52,0.7,Services,Expansion,969.18,9,32.3,1.1203,1,1,91,0,1,0
6054,2022-11-27,11,Ghana,M,29,4,153.16,1.5,Services,Emergency,188.31,6,30.6,0.2236,1,0,0,0,1,0
6055,2022-01-31,1,Ghana,F,49,3,388.46,6.1,Manufacturing,Expansion,2067.48,3,20.4,1.8347,0,0,0,0,0,0
6056,2022-03-02,2,Gambia,M,39,1,216.58,1.3,Services,Working capital,1157.25,12,33.8,0.5309,4,0,0,0,1,1
6057,2022-07-30,7,Senegal,M,28,4,109.17,17.7,Petty trade,Emergency,851.79,9,19.0,0.937,2,0,0,0,0,1
6058,2023-11-22,23,Gambia,M,49,0,88.18,5.7,Petty trade,Working capital,263.74,9,36.6,0.385,1,0,0,0,1,0
6059,2024-06-19,30,Ghana,F,33,5,92.78,1.0,Agriculture,Working capital,435.51,9,29.4,0.5875,3,1,103,0,1,0
6060,2024-09-17,33,Gambia,F,45,5,86.53,9.4,Petty trade,Equipment,512.82,6,29.1,1.0733,2,0,0,1,1,0
6061,2024-01-21,25,Senegal,M,34,4,259.13,5.6,Livestock,Equipment,1511.91,3,38.5,2.071,2,0,0,1,0,0
6062,2023-06-25,18,Sierra Leone,F,59,3,167.98,0.3,Services,Working capital,590.22,18,29.1,0.2432,1,0,7,0,0,0
6063,2022-08-29,8,Sierra Leone,M,57,1,137.78,3.2,Services,Working capital,680.0,9,25.1,0.6073,1,0,0,1,0,0
6064,2023-06-25,18,Ghana,M,40,4,106.53,0.8,Agriculture,Expansion,268.92,3,30.3,0.8843,2,1,71,0,1,0
6065,2023-03-27,15,Gambia,F,51,2,188.08,0.0,Services,Inventory,778.01,9,21.2,0.5012,2,0,0,0,1,1
6066,2024-08-18,32,Ghana,F,26,4,40.0,2.8,Agriculture,Equipment,401.83,12,30.0,0.9793,1,1,47,1,0,0
6067,2023-09-23,21,Senegal,F,64,5,371.51,6.1,Petty trade,Expansion,1031.95,12,26.7,0.2663,2,1,129,1,1,0
6068,2022-11-27,11,Gambia,M,28,3,103.46,1.5,Services,Emergency,225.07,6,22.6,0.3868,1,0,21,0,1,0
6069,2023-01-26,13,Sierra Leone,M,58,5,68.63,8.7,Agriculture,Working capital,93.87,6,47.2,0.2604,1,0,0,1,1,0
6070,2022-07-30,7,Senegal,F,57,4,241.75,0.1,Petty trade,Working capital,1584.28,12,26.5,0.6276,1,0,0,1,1,0
6071,2024-09-17,33,Senegal,F,26,3,238.39,1.6,Agriculture,Emergency,1691.78,9,23.4,0.8674,1,1,40,1,0,1
6072,2022-03-02,2,Ghana,M,18,1,116.22,1.3,Agriculture,Inventory,285.91,12,14.5,0.2215,1,0,0,0,0,0
6073,2022-01-01,0,Nigeria,M,52,5,269.48,1.6,Petty trade,Working capital,1031.49,6,22.1,0.6797,1,0,0,0,1,0
6074,2022-09-28,9,Nigeria,F,58,5,221.8,4.9,Services,Working capital,566.62,9,34.1,0.3257,3,0,21,1,0,0
6075,2024-06-19,30,Gambia,M,51,1,152.61,8.6,Petty trade,Education,1168.63,18,15.7,0.4802,2,0,7,1,0,0
6076,2023-10-23,22,Nigeria,F,20,3,45.42,0.7,Agriculture,Inventory,108.86,12,18.8,0.2206,3,0,0,1,1,0
6077,2024-01-21,25,Nigeria,F,48,2,131.08,4.0,Petty trade,Emergency,1030.27,9,35.8,1.0087,1,0,14,0,1,0
6078,2023-04-26,16,Nigeria,M,36,4,122.16,3.8,Agriculture,Inventory,478.89,6,25.1,0.702,1,0,0,1,0,0
6079,2022-04-01,3,Gambia,F,61,3,104.66,0.1,Manufacturing,Equipment,466.55,12,24.2,0.422,0,0,7,0,0,0
6080,2024-08-18,32,Ghana,F,55,4,97.28,2.1,Manufacturing,Emergency,853.82,9,28.6,1.0951,2,0,0,1,0,0
6081,2022-09-28,9,Nigeria,F,55,1,190.75,1.6,Services,Equipment,981.82,6,37.6,0.9544,2,0,0,0,0,0
6082,2022-01-31,1,Gambia,F,37,5,57.57,2.3,Services,Expansion,215.32,12,20.4,0.3472,3,0,0,1,0,0
6083,2023-11-22,23,Ghana,F,33,7,248.74,0.6,Services,Equipment,1126.45,12,43.7,0.4726,2,1,64,1,0,1
6084,2022-05-01,4,Ghana,M,56,3,117.89,8.1,Petty trade,Emergency,571.34,6,28.7,0.8767,2,0,0,1,1,0
6085,2022-05-31,5,Ghana,M,23,3,73.31,3.8,Services,Inventory,165.54,12,27.6,0.2175,2,1,80,1,0,0
6086,2024-06-19,30,Gambia,F,22,1,102.1,3.4,Petty trade,Working capital,390.6,12,33.1,0.3788,0,0,7,0,1,0
6087,2023-09-23,21,Gambia,M,20,1,136.92,3.5,Petty trade,Expansion,811.5,12,12.0,0.5266,0,0,7,0,0,0
6088,2022-11-27,11,Ghana,F,42,3,288.7,0.3,Manufacturing,Emergency,776.3,12,30.3,0.2625,1,0,14,0,0,0
6089,2023-04-26,16,Gambia,M,21,4,186.07,8.6,Manufacturing,Emergency,1142.43,6,29.5,1.1131,4,1,164,1,0,0
6090,2024-04-20,28,Senegal,M,45,5,246.84,4.3,Petty trade,Equipment,884.99,9,42.6,0.4724,2,0,7,1,0,0
6091,2022-04-01,3,Senegal,M,25,3,116.99,4.7,Fishing,Equipment,657.62,18,46.4,0.4392,0,0,21,0,0,0
6092,2022-06-30,6,Gambia,F,59,4,106.98,4.2,Petty trade,Working capital,211.48,18,29.4,0.1371,0,0,7,1,0,0
6093,2024-01-21,25,Ghana,F,38,3,370.24,0.1,Petty trade,Working capital,2089.86,18,28.9,0.3902,4,0,7,1,1,0
6094,2023-12-22,24,Sierra Leone,F,22,4,111.87,1.4,Petty trade,Emergency,867.12,18,26.6,0.5269,1,0,21,1,0,0
6095,2024-11-16,35,Senegal,M,50,2,87.48,0.4,Manufacturing,Expansion,378.83,18,27.7,0.2967,1,0,0,1,1,0
6096,2023-05-26,17,Gambia,F,33,4,82.28,0.3,Fishing,Inventory,610.84,9,24.9,0.9128,1,0,0,1,1,0
6097,2022-04-01,3,Gambia,F,30,2,145.03,8.6,Services,Inventory,494.83,6,36.0,0.6298,2,0,7,0,0,0
6098,2023-10-23,22,Ghana,M,48,2,63.41,4.8,Petty trade,Working capital,495.78,24,39.0,0.4742,2,0,0,0,1,0
6099,2024-01-21,25,Senegal,F,62,9,135.62,7.0,Petty trade,Equipment,1198.51,12,37.8,0.8958,1,0,0,1,0,0
6100,2022-07-30,7,Nigeria,F,64,1,134.07,1.9,Petty trade,Emergency,191.55,3,38.4,0.507,1,0,0,0,0,0
6101,2023-11-22,23,Ghana,M,38,5,173.24,8.9,Services,Equipment,607.47,6,32.0,0.6402,3,0,21,1,0,0
6102,2022-10-28,10,Senegal,M,57,4,42.53,1.9,Fishing,Inventory,363.46,12,34.2,0.8509,0,0,7,1,0,0
6103,2024-07-19,31,Senegal,F,27,9,40.0,3.9,Livestock,Equipment,86.73,12,33.7,0.2153,1,1,165,0,0,0
6104,2024-07-19,31,Ghana,M,57,2,93.44,0.8,Petty trade,Working capital,233.72,6,16.2,0.4368,3,0,0,0,1,0
6105,2023-07-25,19,Gambia,F,62,3,111.76,3.9,Petty trade,Working capital,147.23,12,25.8,0.1257,1,0,0,0,0,0
6106,2024-11-16,35,Senegal,F,42,1,62.16,4.9,Petty trade,Working capital,240.18,12,23.3,0.3641,1,0,14,1,0,0
6107,2024-11-16,35,Gambia,M,42,1,53.46,2.4,Petty trade,Inventory,370.04,9,27.1,0.8585,0,0,21,0,0,0
6108,2022-06-30,6,Ghana,M,44,5,157.5,3.2,Fishing,Education,465.49,12,26.8,0.2835,2,0,0,1,0,0
6109,2023-04-26,16,Ghana,F,21,1,100.77,0.6,Agriculture,Equipment,909.53,3,32.9,3.1751,2,0,0,0,1,1
6110,2023-12-22,24,Nigeria,M,58,4,197.39,0.4,Manufacturing,Emergency,1034.22,9,24.5,0.6432,2,0,21,0,1,0
6111,2022-05-01,4,Gambia,M,52,5,53.22,3.0,Petty trade,Working capital,292.55,6,12.0,0.9485,2,0,0,1,1,1
6112,2023-05-26,17,Sierra Leone,M,58,3,113.87,0.6,Services,Inventory,346.84,12,30.6,0.2978,0,0,0,0,0,0
6113,2022-12-27,12,Ghana,F,23,1,331.45,5.3,Livestock,Inventory,2009.83,12,25.9,0.579,1,0,7,0,1,0
6114,2024-10-17,34,Nigeria,M,55,2,101.66,0.8,Services,Working capital,395.8,3,31.8,1.3672,2,1,144,1,0,1
6115,2023-06-25,18,Ghana,M,35,3,85.62,5.9,Services,Working capital,765.78,24,18.6,0.4491,2,1,81,0,1,0
6116,2024-05-20,29,Nigeria,F,56,5,210.03,1.8,Agriculture,Working capital,1827.78,9,31.6,1.0987,3,1,77,1,0,0
6117,2023-05-26,17,Ghana,M,64,2,252.44,2.8,Agriculture,Working capital,319.94,6,21.2,0.2245,1,0,21,1,1,0
6118,2022-07-30,7,Gambia,F,59,6,83.0,3.4,Petty trade,Emergency,344.63,9,14.6,0.4899,2,0,0,0,0,0
6119,2024-08-18,32,Senegal,M,61,8,86.74,6.9,Petty trade,Working capital,447.02,12,25.2,0.4903,0,0,21,1,0,0
6120,2022-01-01,0,Sierra Leone,F,23,4,204.22,2.4,Services,Working capital,983.15,24,14.0,0.2311,3,0,21,0,1,0
6121,2022-04-01,3,Senegal,M,33,0,145.48,1.7,Petty trade,Expansion,993.14,24,22.6,0.3562,0,0,7,0,0,0
6122,2023-04-26,16,Nigeria,M,31,3,147.46,1.5,Agriculture,Working capital,1212.78,12,28.8,0.7969,0,0,14,1,1,0
6123,2024-03-21,27,Nigeria,M,42,3,140.05,1.6,Manufacturing,Equipment,898.11,12,17.0,0.5849,3,0,21,1,0,0
6124,2023-03-27,15,Senegal,F,63,4,117.87,0.4,Manufacturing,Working capital,797.04,9,30.4,0.8497,4,1,158,1,0,0
6125,2022-04-01,3,Nigeria,F,50,3,221.75,0.2,Fishing,Emergency,684.34,6,16.9,0.54,3,0,7,1,1,0
6126,2023-03-27,15,Senegal,M,43,2,279.54,8.4,Agriculture,Emergency,516.69,9,20.2,0.223,1,0,7,0,1,0
6127,2022-12-27,12,Gambia,M,55,1,65.51,8.9,Petty trade,Emergency,76.85,9,19.4,0.1411,4,1,154,1,1,0
6128,2022-01-01,0,Ghana,M,26,2,206.91,3.1,Petty trade,Working capital,240.09,12,32.8,0.1147,3,1,65,1,1,0
6129,2023-10-23,22,Nigeria,M,49,2,118.35,4.9,Fishing,Working capital,880.56,12,29.5,0.7235,2,0,21,0,0,0
6130,2022-06-30,6,Senegal,M,41,6,56.17,4.2,Services,Expansion,146.03,9,24.0,0.3185,1,0,0,1,1,0
6131,2023-01-26,13,Gambia,F,27,3,69.78,5.2,Livestock,Expansion,469.66,12,12.0,0.598,1,0,7,1,0,0
6132,2024-02-20,26,Ghana,M,48,3,95.04,3.2,Livestock,Equipment,196.9,24,27.3,0.113,1,1,128,0,0,0
6133,2024-04-20,28,Nigeria,F,57,3,229.27,5.9,Agriculture,Inventory,1961.47,12,18.2,0.7852,2,1,86,1,0,0
6134,2022-12-27,12,Ghana,M,56,1,65.33,9.2,Petty trade,Equipment,393.52,9,17.7,0.7196,1,0,0,1,0,0
6135,2023-03-27,15,Senegal,F,57,4,41.25,2.6,Petty trade,Working capital,173.33,12,32.8,0.4154,2,0,0,1,0,0
6136,2022-12-27,12,Senegal,M,56,5,103.66,0.5,Petty trade,Equipment,784.82,6,20.9,1.3399,0,0,21,1,0,0
6137,2024-10-17,34,Ghana,M,40,0,91.25,0.3,Fishing,Emergency,717.03,12,28.3,0.7595,4,0,0,1,1,0
6138,2022-09-28,9,Gambia,F,20,4,230.99,9.5,Agriculture,Emergency,1722.74,6,20.5,1.3184,1,0,0,1,0,0
6139,2022-09-28,9,Nigeria,M,63,0,141.76,2.1,Manufacturing,Working capital,922.47,6,34.9,1.1976,1,0,0,1,0,0
6140,2023-07-25,19,Gambia,F,39,3,186.32,4.8,Agriculture,Working capital,298.8,12,32.1,0.158,1,0,0,0,1,0
6141,2022-09-28,9,Senegal,F,47,3,95.96,7.4,Services,Working capital,520.85,6,35.9,1.0017,4,0,0,1,0,0
6142,2022-08-29,8,Nigeria,F,18,5,58.52,1.5,Agriculture,Working capital,303.59,12,37.4,0.5248,3,0,0,0,0,0
6143,2022-05-31,5,Ghana,F,59,3,267.01,6.8,Petty trade,Working capital,1893.5,18,16.0,0.4457,0,0,0,0,0,0
6144,2024-02-20,26,Nigeria,M,59,5,85.29,7.5,Services,Working capital,242.09,12,43.7,0.2962,0,0,21,0,0,0
6145,2024-01-21,25,Gambia,M,61,3,179.19,1.4,Petty trade,Emergency,577.56,12,12.0,0.2864,3,1,49,1,0,0
6146,2024-02-20,26,Senegal,F,26,0,97.43,0.3,Fishing,Expansion,204.83,3,23.2,0.728,0,0,0,1,0,0
6147,2024-05-20,29,Nigeria,M,57,2,180.29,1.3,Services,Emergency,967.57,3,24.4,1.8622,4,0,21,0,0,0
6148,2023-03-27,15,Nigeria,F,47,5,145.65,2.9,Agriculture,Expansion,173.48,18,13.9,0.0737,1,1,84,0,0,0
6149,2024-09-17,33,Ghana,M,24,2,131.22,4.5,Petty trade,Expansion,931.06,12,23.8,0.6703,2,0,0,0,0,0
6150,2024-04-20,28,Gambia,F,44,2,155.71,0.3,Petty trade,Expansion,410.93,6,35.5,0.4865,2,1,175,1,0,0
6151,2024-06-19,30,Gambia,M,40,2,105.15,6.1,Petty trade,Inventory,281.38,9,28.9,0.3343,0,0,21,1,1,0
6152,2024-04-20,28,Nigeria,M,47,1,43.69,6.2,Agriculture,Working capital,94.68,24,15.0,0.1051,0,0,0,0,0,0
6153,2023-04-26,16,Ghana,F,21,3,144.51,0.5,Agriculture,Working capital,704.23,18,25.3,0.3282,1,0,21,1,1,0
6154,2023-01-26,13,Gambia,F,44,0,241.6,2.2,Livestock,Inventory,685.03,9,35.3,0.3632,0,0,21,1,1,0
6155,2023-06-25,18,Senegal,M,49,3,118.32,2.9,Fishing,Inventory,174.42,9,21.5,0.1788,3,0,0,1,1,0
6156,2022-05-31,5,Gambia,M,51,3,100.67,6.5,Agriculture,Working capital,269.35,9,24.8,0.3288,0,0,0,0,0,1
6157,2023-07-25,19,Gambia,F,54,5,142.12,2.5,Manufacturing,Inventory,1028.38,3,31.6,2.5401,0,0,7,0,0,0
6158,2022-03-02,2,Sierra Leone,M,47,3,218.67,10.0,Agriculture,Emergency,231.54,12,34.1,0.1054,1,0,0,1,1,0
6159,2022-01-01,0,Ghana,F,50,4,102.65,2.5,Petty trade,Working capital,283.97,9,33.1,0.3513,1,0,0,1,0,0
6160,2024-10-17,34,Gambia,F,22,1,49.56,1.4,Agriculture,Working capital,171.96,6,25.1,0.6214,0,0,0,1,0,0
6161,2024-03-21,27,Nigeria,M,55,2,133.59,4.5,Petty trade,Education,477.02,3,14.6,1.2193,0,0,0,1,1,0
6162,2023-11-22,23,Sierra Leone,M,35,2,151.22,13.0,Petty trade,Working capital,473.12,12,30.0,0.305,1,0,0,0,0,0
6163,2023-03-27,15,Nigeria,M,43,5,134.89,2.9,Services,Working capital,538.47,12,15.8,0.3618,0,0,0,1,0,0
6164,2023-11-22,23,Nigeria,M,43,1,90.31,1.9,Petty trade,Inventory,708.15,12,26.8,0.7521,0,0,7,1,1,0
6165,2024-09-17,33,Sierra Leone,F,63,4,148.51,2.0,Manufacturing,Education,1079.59,6,21.2,1.2876,2,0,0,1,0,0
6166,2024-02-20,26,Gambia,M,33,3,105.8,6.4,Agriculture,Working capital,439.96,3,26.4,1.4476,1,0,0,1,0,0
6167,2023-12-22,24,Nigeria,F,36,5,93.48,5.4,Services,Working capital,697.17,18,37.8,0.5492,1,1,51,1,1,1
6168,2023-08-24,20,Senegal,F,53,5,102.37,3.3,Agriculture,Equipment,409.6,6,30.1,0.7266,2,0,0,0,1,0
6169,2023-04-26,16,Gambia,M,47,0,134.8,7.0,Agriculture,Inventory,674.61,6,36.6,0.9254,1,0,7,0,1,0
6170,2024-03-21,27,Gambia,F,32,3,143.81,12.8,Petty trade,Expansion,950.02,24,21.9,0.3424,1,1,168,1,0,0
6171,2024-11-16,35,Gambia,M,34,6,89.28,1.8,Agriculture,Education,590.56,6,30.4,1.2022,1,0,14,1,0,0
6172,2023-06-25,18,Nigeria,M,56,0,136.92,6.4,Manufacturing,Expansion,587.99,9,19.2,0.5161,0,0,0,1,0,0
6173,2023-05-26,17,Nigeria,F,57,2,152.8,2.5,Petty trade,Working capital,509.08,18,26.1,0.2257,0,0,7,1,0,0
6174,2023-07-25,19,Gambia,M,24,1,169.77,2.5,Services,Expansion,1129.29,6,31.9,1.2141,1,0,0,1,1,0
6175,2023-07-25,19,Nigeria,M,36,3,162.25,5.8,Agriculture,Inventory,729.22,9,12.3,0.5253,2,0,0,0,0,0
6176,2024-11-16,35,Nigeria,M,54,4,265.5,1.7,Agriculture,Equipment,1814.25,24,26.7,0.3706,3,1,84,1,0,0
6177,2024-04-20,28,Gambia,M,23,3,183.41,6.5,Petty trade,Inventory,913.14,6,31.9,0.9087,2,0,21,0,0,0
6178,2023-04-26,16,Nigeria,F,26,7,404.44,1.2,Agriculture,Equipment,3069.16,12,24.2,0.7183,2,0,14,0,0,0
6179,2023-05-26,17,Gambia,F,25,4,225.63,2.3,Agriculture,Inventory,2000.21,12,34.4,0.8835,2,0,14,0,0,0
6180,2023-07-25,19,Gambia,F,42,0,221.37,4.8,Agriculture,Expansion,2003.51,12,27.0,0.869,0,0,14,0,1,0
6181,2022-03-02,2,Ghana,F,39,5,58.22,2.2,Livestock,Working capital,74.41,9,16.5,0.152,1,1,60,0,0,0
6182,2023-10-23,22,Sierra Leone,F,33,1,191.29,6.3,Petty trade,Inventory,1007.24,12,30.3,0.5141,3,0,7,0,0,1
6183,2024-06-19,30,Gambia,M,24,3,202.48,3.2,Agriculture,Working capital,934.22,12,28.4,0.4462,2,1,59,1,0,1
6184,2024-02-20,26,Senegal,F,47,4,118.33,0.5,Petty trade,Working capital,243.46,18,26.6,0.1399,0,0,0,1,0,0
6185,2022-10-28,10,Ghana,M,55,3,40.0,1.4,Livestock,Equipment,302.28,6,27.5,1.3624,0,0,0,1,0,0
6186,2024-04-20,28,Nigeria,M,27,1,40.0,0.3,Agriculture,Education,290.53,3,33.8,2.5587,0,0,0,1,1,0
6187,2024-04-20,28,Sierra Leone,F,49,3,102.75,10.0,Agriculture,Working capital,655.65,6,27.7,1.1511,1,0,7,1,0,0
6188,2022-12-27,12,Senegal,F,55,4,87.99,0.4,Fishing,Expansion,733.22,12,32.7,0.8235,2,1,32,0,0,1
6189,2024-01-21,25,Nigeria,F,44,6,49.66,1.8,Livestock,Working capital,341.54,12,39.7,0.7037,2,0,14,1,0,1
6190,2024-01-21,25,Ghana,M,44,6,153.28,3.0,Petty trade,Working capital,1425.98,12,33.7,0.9239,4,1,160,1,0,0
6191,2024-07-19,31,Gambia,F,25,1,61.55,4.0,Agriculture,Equipment,458.93,6,27.9,1.3458,1,0,21,1,0,0
6192,2022-07-30,7,Ghana,M,62,3,44.72,4.0,Agriculture,Working capital,74.01,6,27.5,0.2984,2,0,21,1,1,0
6193,2022-09-28,9,Senegal,M,62,3,419.05,6.3,Livestock,Expansion,513.34,6,25.6,0.2197,1,0,0,0,1,0
6194,2023-09-23,21,Nigeria,F,51,2,164.48,5.4,Services,Equipment,1419.11,9,28.4,1.0756,4,1,152,0,0,0
6195,2022-03-02,2,Gambia,M,60,5,94.11,0.0,Petty trade,Inventory,455.84,12,28.9,0.4696,1,0,0,0,0,1
6196,2023-06-25,18,Gambia,F,46,4,52.06,6.0,Agriculture,Expansion,203.97,24,22.4,0.204,2,0,0,0,0,0
6197,2024-06-19,30,Sierra Leone,F,49,4,71.42,4.7,Agriculture,Equipment,483.08,6,23.9,1.2072,0,0,21,0,0,0
6198,2022-07-30,7,Sierra Leone,F,56,3,83.64,9.1,Services,Equipment,363.16,6,20.8,0.7682,0,0,14,0,1,0
6199,2023-08-24,20,Senegal,M,19,2,87.69,0.0,Services,Working capital,322.81,9,33.8,0.4688,3,1,141,1,0,0
